x,y
2.4012220114018423,0.7726844065911399
0.4389901418302897,4.535928826163947
2.6236187020971267,0.8046576040834363
0.00793137001172417,4.1761431593200085
0.34713829950623953,3.451776565141005
0.7675227889508035,4.397596708910778
-2.215385204668567,2.6551902344864624
-0.957251529066449,2.9704130061642373
2.4586443756403393,1.1421407616826031
0.595676822337917,4.086142627856107
1.4137244158530171,4.381177073902836
1.7144444869831275,5.025215236719037
2.3346649852711536,-0.02408255182839736
1.8959376071615694,5.185402589388561
-1.9737569064509692,2.4220191381377143
3.1758028976888197,1.441290454903168
-1.5859755278771648,2.519795289515858
0.4883823093198226,3.268017766049384
-1.567848976416684,3.945887894322743
-2.1895340168789756,2.9491813088897074
-1.9130750549216398,1.583840369998467
-1.5504737041584027,2.2170261626884042
-1.14282509756335,1.9477086347466221
0.44359862996842747,3.1153094465140336
1.4128159485265526,1.5303346960966189
2.13141477705505,1.138857278004758
1.5933178767656881,1.2212131747130273
1.356177616962864,1.438159552110449
-1.7484131159873715,2.774254754787567
-1.063829682493705,3.4119847537113617
1.0626962212430218,5.176351431626175
2.948218837710238,2.0351971655562866
1.8070961329770294,0.4491907730734822
1.8727175224410586,4.180692369188909
-1.8002235153323114,2.928369756748157
-0.09701714830354025,3.4845699535273713
0.9143387674703604,4.550146428611414
1.6506679250384524,0.9167619949025475
2.269087359737519,1.3216075608531057
-1.9706418110566934,3.8436910185771644
-0.8509224599580012,2.269923356315069
2.2966725061394073,0.4867776053737489
2.2342104259565114,1.693495197950155
-0.04749203582851247,5.474252564587464
1.0692385339646449,4.530684839209695
0.670478769495503,4.0409427464816785
1.5327892319237488,0.5503538610792875
1.6385268055940587,0.8078829357413344
-2.0745973484884006,3.5880920341906344
-1.2129380169028532,2.8149544625997738
-0.2289624436534916,3.719799030994958
1.6737598744055493,1.3035236369058367
0.43189105991654975,4.334954564926074
2.180232508278994,1.4836470818281646
-1.8257234836372884,4.0756014936233145
-1.0128056460802908,2.5272669053530348
2.7625352641286685,0.7897087584505262
2.0615675338653703,1.969185956281438
1.0037251889273626,4.19147701743289
3.1851579396666305,0.08900822325246904
1.2929765223414378,1.4793016848327434
-2.3026181590559744,3.0781127829426325
-2.00894981172621,2.5041523946830027
-1.426899915998388,3.2989011234683865
-2.4216585688452685,3.181517282091845
1.81336135324897,1.6311307021673933
1.4328927136346912,4.376792337344087
-2.127033221655644,1.991019603266556
1.8683360021564543,0.9313628652757842
1.5463231290618487,4.212973002469771
-0.9743887189534141,3.1091188530989355
2.3381228529390596,3.431167922689131
-0.5555238109539522,4.695958484712606
3.2090327373211087,1.7859725347985913
1.5385321104000564,2.0437026317973572
1.6599104892724754,3.5628918352361985
1.0827257638987469,4.0627187657234325
0.5727938098809244,4.088055430524065
-1.7393003599739958,2.0929114852823116
2.2811228401262555,0.2380231855874202
0.22459286251653932,4.770281540947536
1.0161804119763957,4.485270466092259
1.8944654988620497,1.379137497415774
-0.0018489296331316574,4.581456680763854
1.3513934783643822,2.063836371327512
1.2425880181937505,4.50399192387295
0.9593607415433021,4.56078644976664
0.6697869960051712,3.5954080169749427
2.423715143640526,1.4509876628778529
0.7438739881017237,4.122405677103188
1.7941753903998956,2.007221897025542
2.292871549029865,0.24182675469963344
-0.8671082556896376,3.3110404997666816
-2.147449718292584,3.326838972302099
-2.316448459528818,2.6409314984442975
-0.8140861378105243,3.1080478284880324
1.1641106995370358,3.791329883867355
1.4949317978621983,3.858488315204525
-1.1517651426055928,1.9566476679690743
-2.262165324520006,3.424500047174051
